0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.79 4.05 4.44 4.89 5.40 5.93 6.49 7.06 7.64 8.22 8.81 9.41 10.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.16 3.53 3.92 4.36 4.85 5.37 5.91 6.47 7.05 7.63 8.22 8.81 9.40 10.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.30 2.78 3.26 3.74 4.24 4.77 5.31 5.87 6.45 7.03 7.62 8.21 8.80 9.40 10.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.22 1.83 2.41 2.98 3.54 4.10 4.67 5.24 5.83 6.41 7.00 7.60 8.20 8.80 9.40 10.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 -0.19 0.62 1.36 2.06 2.71 3.34 3.96 4.56 5.17 5.77 6.37 6.98 7.58 8.18 8.79 9.39 10.00
-10.00 -8.78 -7.55 -6.32 -5.08 -3.80 -2.47 -0.99 0.07 0.95 1.74 2.47 3.16 3.82 4.46 5.09 5.71 6.33 6.95 7.56 8.17 8.78 9.39 10.00
-10.00 -8.78 -7.56 -6.34 -5.11 -3.87 -2.62 -1.38 -0.30 0.64 1.49 2.27 3.00 3.70 4.37 5.02 5.66 6.29 6.92 7.54 8.16 8.77 9.39 10.00
-10.00 -8.79 -7.57 -6.36 -5.14 -3.94 -2.75 -1.60 -0.54 0.42 1.30 2.11 2.88 3.60 4.29 4.97 5.62 6.26 6.90 7.52 8.15 8.77 9.38 10.00
-10.00 -8.79 -7.58 -6.37 -5.18 -3.99 -2.84 -1.73 -0.68 0.28 1.18 2.01 2.79 3.54 4.24 4.93 5.59 6.24 6.88 7.51 8.14 8.76 9.38 10.00
-10.00 -8.79 -7.59 -6.39 -5.20 -4.02 -2.88 -1.79 -0.75 0.22 1.12 1.96 2.75 3.50 4.22 4.91 5.58 6.23 6.87 7.51 8.13 8.76 9.38 10.00
-10.00 -8.79 -7.59 -6.39 -5.20 -4.02 -2.88 -1.79 -0.75 0.22 1.12 1.96 2.75 3.50 4.22 4.91 5.58 6.23 6.87 7.51 8.13 8.76 9.38 10.00
-10.00 -8.79 -7.58 -6.37 -5.18 -3.99 -2.84 -1.73 -0.68 0.28 1.18 2.01 2.79 3.54 4.24 4.93 5.59 6.24 6.88 7.51 8.14 8.76 9.38 10.00
-10.00 -8.79 -7.57 -6.36 -5.14 -3.94 -2.75 -1.60 -0.54 0.42 1.30 2.11 2.88 3.60 4.29 4.97 5.62 6.26 6.90 7.52 8.15 8.77 9.38 10.00
-10.00 -8.78 -7.56 -6.34 -5.11 -3.87 -2.62 -1.38 -0.30 0.64 1.49 2.27 3.00 3.70 4.37 5.02 5.66 6.29 6.92 7.54 8.16 8.77 9.39 10.00
-10.00 -8.78 -7.55 -6.32 -5.08 -3.80 -2.47 -0.99 0.07 0.95 1.74 2.47 3.16 3.82 4.46 5.09 5.71 6.33 6.95 7.56 8.17 8.78 9.39 10.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 -0.19 0.62 1.36 2.06 2.71 3.34 3.96 4.56 5.17 5.77 6.37 6.98 7.58 8.18 8.79 9.39 10.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.22 1.83 2.41 2.98 3.54 4.10 4.67 5.24 5.83 6.41 7.00 7.60 8.20 8.80 9.40 10.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.30 2.78 3.26 3.74 4.24 4.77 5.31 5.87 6.45 7.03 7.62 8.21 8.80 9.40 10.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.16 3.53 3.92 4.36 4.85 5.37 5.91 6.47 7.05 7.63 8.22 8.81 9.40 10.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.79 4.05 4.44 4.89 5.40 5.93 6.49 7.06 7.64 8.22 8.81 9.41 10.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
